"bibtex_key","title","author","journal","year","source","pages","volume","abstract","document_type","doi","url","affiliation","author_keywords","keywords","publisher","issn","language","note","selection_criteria","created_at","updated_at","created_by","updated_by","status","comments"
"LEE2018752","Game theory-based Security Vulnerability Quantification for Social Internet of Things","Seokcheol Lee and Sungjin Kim and Ken Choi and Taeshik Shon","Future Generation Computer Systems","2018","Science@Direct","752 - 760","82","In modern society, information and communication technology (ICT) has been applied to various areas such as home, industry, and finance. Therefore, social networks using Internet of Things (IoT) technologies have been constructed. As ICT continues to be used in various modern applications, security vulnerabilities from legacy ICT have been inherited by social IoT network systems. To guarantee the safety of these applications, these networks must be protected from various cyberattacks. A variety of security technologies and products have been developed for this purpose. However, the most important task in dealing with cyberattacks is to inspect the current security status of a social IoT network system. Many types of vulnerability quantification methods exist for inspecting the security vulnerabilities of network systems. However, with legacy methods, quantification results lack objectivity. In this study, to compensate for this limitation, we propose a game-theory-based vulnerability quantification method using attack tree, which consists of three steps: game strategy modeling, cost-impact analyzation, and payoff calculation. We present a case study for a social-IoT-based network environment. Using the proposed method, we believe social IoT network system security experts will be able to cope with security incidents more effectively. The proposed method can be used as a reference for constructing a safer social IoT network system.","article","https://doi.org/10.1016/j.future.2017.09.032","http://www.sciencedirect.com/science/article/pii/S0167739X17308440",,,"Game theory, Cyber security, Vulnerability Quantification, Social IoT",,"0167-739X",,,,"43383,7980324074","43383,8563310185","luispuhl","luispuhl","Rejected","?????"
"VANTILL201897","Chapter 9 - All Security Is Now Cybersecurity","Steve Van Till",,"2018","Science@Direct","97 - 106",,"Cybersecurity has become a dominating theme for everything that touches the Internet, from servers and website to phones and IoT devices and security systems. The threats have become so pervasive that every connected electronic device needs to have a cybersecurity strategy. Paradoxically, unprotected devices may even decrease security if they are vulnerable to attack and control by hackers. Recent compromises of networked security cameras to form a distributed denial-of-service (DDoS) botnet illustrate this danger. One of the key methods of prevention is to maintain up-to-date firmware on all security devices. Unfortunately, the burden this places on end users is generally unsustainable without some form of automation or the use of a service provider who can manage devices on the user's behalf. Complicating matters is that connected security (and IoT) devices often fall in a governance gap between physical security and IT organizations.","incollection","https://doi.org/10.1016/B978-0-12-805095-8.00009-0","http://www.sciencedirect.com/science/article/pii/B9780128050958000090",,,"Cybersecurity, Cloud security, Governance, Firmware, Updates, Standards, Managed security services","Butterworth-Heinemann",,,,,"43383,7980324074","43383,8624537037","luispuhl","luispuhl","Rejected",
"GE2018568","Proactive defense mechanisms for the software-defined Internet of Things with non-patchable vulnerabilities","Mengmeng Ge and Jin B. Hong and Simon Enoch Yusuf and Dong Seong Kim","Future Generation Computer Systems","2018","Science@Direct","568 - 582","78","The Internet of Things (IoT) contains a large number of heterogeneous devices with a variety of vulnerabilities. As the vulnerabilities can be exploited by the attackers to break into the system, it is of vital importance to patch all vulnerabilities. However, some vulnerabilities are impossible to patch (e.g., forever-day vulnerabilities). In order to deal with non-patchable vulnerabilities, we propose to change the attack surface of the IoT network to increase the attack effort. With the support of software-defined networking (SDN), we develop two proactive defense mechanisms that reconfigure the IoT network topology. We analyze how the security and performance change when the proposed solutions are deployed by using a graphical security model and various metrics in simulations. The results show our proactive defense mechanisms in the SD-IoT effectively increase the attack effort, while maintaining the average shortest path length.","article","https://doi.org/10.1016/j.future.2017.07.008","http://www.sciencedirect.com/science/article/pii/S0167739X17314723",,,"Internet of Things, Software-defined networking, Attack graphs, Security modeling",,"0167-739X",,,,"43383,7980324074","43384,0803240741","luispuhl","luispuhl","Accepted","Fala de redes iot, fala de ataques que não tem defesa, propõem mudar a topologia da rede para mitigar essas vul."
"SUN2018","Modeling and clustering attacker activities in IoT through machine learning techniques","Peiyuan Sun and Jianxin Li and Md Zakirul Alam Bhuiyan and Lihong Wang and Bo Li","Information Sciences","2018","Science@Direct",,,"With the rise of the Internet of Things, malicious attacks pose serious threats to the massive vulnerable IoT devices. Recently, attackers have initiated increasingly coordinated attack activities commonly pertaining to botnets. However, how to effectively detect the botnet based on attacker activities is proven challenging. In this paper, we propose a Machine Learning-based method for modeling attacker activities based on the following intuitive observations: attackers in the same botnet tend to launch temporally close attacks. We then directly model attack temporal patterns using a special class of point process called Multivariate Hawkes Process. Intuitively, Multivariate Hawkes Process identifies the latent influences between attackers by utilizing the mutually exciting properties. We then cluster the attacker activities based on the inferred weighted influence matrix with resort to the graph-based clustering approach. To evaluate the applicability of our method, we deployed 10 honeypots in a real-world environment, and conduct experiments on the collected dataset. The results show that we can identify the activity pattern and the structure of botnets effectively.","article","https://doi.org/10.1016/j.ins.2018.04.065","http://www.sciencedirect.com/science/article/pii/S0020025518303311",,,"IoT, Botnet, Multivariate Hawkes Process",,"0020-0255",,,"ataque à rede IoT","43383,7980324074","43384,0803125","luispuhl","luispuhl","Accepted",
"DOMB2017218","Lightweight adaptive Random-Forest for IoT rule generation and execution","Menachem Domb and Elisheva Bonchek-Dokow and Guy Leshem","Journal of Information Security and Applications","2017","Science@Direct","218 - 224","34","The area of the Internet of Things is growing rapidly. The volume of transmitted data over the various sensors is growing accordingly. Sensors typically are low in resources of storage, memory and processing power. Data security and privacy are part of the major concerns and drawbacks of this growing domain. Sensor traffic analysis has become an increasingly important domain to protect IoT infrastructures from intruders. An IoT network intrusion detection system is required to monitor and analyze the traffic and predict possible attacks. Machine leaning techniques can automatically extract normal and abnormal patterns from a large set of training sensors data. Due to the high volume of traffic and the need for real-time reaction, accurate threat discovery is mandatory. This work focuses on designing a lightweight comprehensive IoT rules generation and execution framework. It is composed of three components, a machine learning rule discovery, a threat prediction model builder and tools to ensure timely reaction to rules violation and un-standardized and ongoing changes in traffic behavior. The generated detection model is expected to identify in real-time exceptions and notify the system accordingly. We use Random-Forest (RF) as the machine learning platform for rules discovery and real-time anomaly detection. To allow RF adaptation to IoT we propose several improvements to make it lightweight and propose a process that combines IoT network capabilities; messaging and resource sharing, to build a comprehensive and efficient IoT security framework.","article","https://doi.org/10.1016/j.jisa.2017.03.001","http://www.sciencedirect.com/science/article/pii/S2214212616302332",,,"Internet of Things, Security, Rules extraction, Random-Forest, Active learning",,"2214-2126",,,"descreve técnica de detecção genérica","43383,7980324074","43383,8856134259","luispuhl","luispuhl","Rejected",
"MOON2018566","IoT application protection against power analysis attack","Jaegeun Moon and Im Y. Jung and Jong Hyuk Park","Computers & Electrical Engineering","2018","Science@Direct","566 - 578","67","The era of the Internet of Things (IoT) has arrived and much information is transmitted through various small IoT devices. Public key cryptography can be used in the present internet environment to avoid eavesdropping. The well-known public key cryptography, Rivest–Shamir–Adleman cryptography and Elliptic Curve Cryptography are apt to be broken when quantum computing is introduced. Therefore, lattice-based cryptography has been proposed as a new public key cryptography to replace them. The Ring-LWE scheme has been proposed to implement lattice-based cryptography. To apply the scheme to IoT devices using 8-bit, 32-bit, or 64-bit microcontrollers, optimization is inevitable. Further, the 8-bit environment is more important for small IoT devices. However, Ring-LWE may be vulnerable to side-channel attacks. This paper analyzes the attack scenario and tenders a countermeasure through bit checking for IoT applications using 8-bit microcontrollers.","article","https://doi.org/10.1016/j.compeleceng.2018.02.030","http://www.sciencedirect.com/science/article/pii/S0045790617319596",,,"Quantum computing, Public key cryptography, Ring-LWE, IoT, Side-channel attack",,"0045-7906",,,"não é sobre ataque à redes","43383,7980324074","43383,8869097222","luispuhl","luispuhl","Rejected",
"LAURIA201710","How to footprint, report and remotely secure compromised IoT devices","Filippo Lauria","Network Security","2017","Science@Direct","10 - 16","2017","The number of IoT consumer devices (eg, security cameras, projectors, refrigerators etc) connected to the Internet is constantly increasing. It has been estimated that 3.9 billion IoT consumer devices were in use in 2016 and that by 2020 up to 12.8 billion devices will be deployed.1 This trend, combined with the fact that most of the owners still lack cyber-security awareness, has established a breeding ground for new malware families targeting IoT devices. An example is the Mirai botnet that was responsible for the biggest DDoS attack ever detected in the history of the Internet.2
The size of the Internet of Things (IoT) is rapidly increasing. By 2020 up to 12.8 billion devices will be deployed.
This has established a breeding ground for new malware families targeting IoT devices. Filippo Lauria of the Institute of Informatics and Telematics at the Italian National Research Council explains why mapping and classifying compromised IoT nodes is a challenging task. And he proposes a software infrastructure that could be used to remotely footprint, report and (if possible) secure compromised IoT devices.","article","https://doi.org/10.1016/S1353-4858(17)30123-X","http://www.sciencedirect.com/science/article/pii/S135348581730123X",,,,,"1353-4858",,,,"43383,7980324074","43383,8903935185","luispuhl","luispuhl","Rejected","Muitos dos problemas de pesquisa são associados ao sucesso da botnet Mirai"
"KHAN20181","Using energy-efficient trust management to protect IoT networks for smart cities","Zeeshan Ali Khan","Sustainable Cities and Society","2018","Science@Direct","1 - 15","40","Implementation of smart cities has brought a lot of comforts in our daily life. The smart cities are realized by using IT based services in the domain of transportation, health care, building management and so forth. In order to provide these services, vital information has to be sensed and disseminated using Internet-of-Things (IoT) devices, which are sparsely deployed in a smart city. These devices have low end processors and sometimes, they are installed in places where battery replacement is not feasible. In addition, they are also vulnerable to security attacks by the malicious nodes. There are a lot of recent attacks where IoT networks have been targeted by the hackers to launch a coordinated cyber attacks on some web domains. Therefore, there is a need to develop secure IoT solutions for smart cities that consume low energy. Due to its lightweight but powerful mechanisms, trust management is a promising technology to establish security for the heavily resource-constrained devices that are characteristic of the Internet of Things (IoT). In this paper, we develop an approach using trust management and investigate how it can be improved to work more energy-friendly. In particular, we adapt our mechanism to the IEEE 802.15.4 protocol. Further, we analyze the outcome of these adaptations finding out that they can reduce the active listening time of IoT nodes significantly.","article","https://doi.org/10.1016/j.scs.2018.03.026","http://www.sciencedirect.com/science/article/pii/S2210670717313136",,,"Internet of Things (IoT), Smart city, Trust management, Energy efficiency, IEEE 802.15.4 protocol",,"2210-6707",,,"não descreve o ataque","43383,7980324074","43383,8949884259","luispuhl","luispuhl","Rejected",
"AKATYEV2017","Evidence identification in IoT networks based on threat assessment","Nikolay Akatyev and Joshua I. James","Future Generation Computer Systems","2017","Science@Direct",,,"This work focuses on near-future, User-Centric IoT systems used in smart homes. Our goal is to anticipate cyber threats to these systems and suggest points of focus for digital investigators. IoT smart homes have multi-featured, connected devices such as home appliances, monitoring devices and security devices. The envisioned near-future system is more heterogeneous than current systems, and includes advanced ‘decision making’ capabilities to autonomously change network state. In this work, we propose a model of a near-future, User-Centric IoT network, describe its characteristics, including devices, services and dataflows. Using this model network, we outline common use cases, and identify potential concerns for digital investigators working with such a network. We then conduct a threat analysis based on these use cases, outlining cyber–physical risks. Finally, we experiment with a case study of such heterogeneous systems and demonstrate the potential for device exploitation.","article","https://doi.org/10.1016/j.future.2017.10.012","http://www.sciencedirect.com/science/article/pii/S0167739X17300857",,,"IoT smart home, Heterogeneous devices, Characteristics of IoT networks, IoT security, IoT investigation, IoT impersonation, Cyber–physical attacks",,"0167-739X",,,"não descreve o ataque","43383,7980324074","43383,8961805556","luispuhl","luispuhl","Rejected",
"BAJPAI20188","The art of mapping IoT devices in networks","Pranshu Bajpai and Aditya K Sood and Richard J Enbody","Network Security","2018","Science@Direct","8 - 15","2018","Improperly secured Internet of Things (IoT) devices have been commandeered by bot herders and other malicious attackers. Organisations need a way to identify and track these IoT devices, which are often brought in unofficially by users. But network administrators face a number of challenges in tracking IoT devices across their organisation.

Improperly secured Internet of Things (IoT) devices have been exploited by bot herders and other malicious attackers. So organisations need a way to identify and track these devices.

Pranshu Bajpai, Aditya Sood and Richard J Enbody look at the difficulty of defining identifying characteristics of IoT devices due to their immensely diverse nature. They offer a model to identify IoT devices in networks using a variety of scanning techniques and they discuss the pros and cons of discovery techniques, presenting results from actual scans.","article","https://doi.org/10.1016/S1353-4858(18)30033-3","http://www.sciencedirect.com/science/article/pii/S1353485818300333",,,,,"1353-4858",,,"não é sobre ataque à redes","43383,7980324074","43383,904837963","luispuhl","luispuhl","Rejected",
"ANTHI2018477","EclipseIoT: A secure and adaptive hub for the Internet of Things","Eirini Anthi and Shazaib Ahmad and Omer Rana and George Theodorakopoulos and Pete Burnap","Computers & Security","2018","Science@Direct","477 - 490","78","With the proliferation in the quantity and types of devices that may be included in an Internet of Things (IoT) ecosystem, particularly in the context of a smart home, it is essential to provide mechanisms to deal with the heterogeneity which such devices encompass. Variations can occur in data formats, frequency of operation, or type of communication protocols supported. The ability to support integration between sensors using a “hub” has become central to address many of these issues. The implementation of such a hub can provide both the ability to act as an aggregator for various sensors, and also limit an attacker’s visibility into locally provisioned sensing capability. This paper introduces EclipseIoT, an adaptive hub which uses dynamically loadable add-on modules to communicate with diverse IoT devices, provides policy-based access control, limits exposure of local IoT devices through cloaking, and offers a canary-function based capability to monitor attack behaviours. Its architecture and implementation are discussed, along with its use within a smart home testbed consisting of commercially available devices such as Phillips Hue Bridge, Samsung Smart Things Hub, TP-Link Smart Plug, and TP-Link Smart Camera. The effectiveness of EclipseIoT is further evaluated by simulating various attacks such as Address Resolution Protocol (ARP) spoofing, Media Access Control (MAC) address spoofing, Man-In-The-Middle (MITM), port scanning, capturing handshakes, sniffing, and Denial of Service (DoS). It is demonstrated that direct attacks upon EclipseIoT components are mitigated due to the security techniques being used.","article","https://doi.org/10.1016/j.cose.2018.07.016","http://www.sciencedirect.com/science/article/pii/S0167404818309052",,,"Internet of Things (IoT), Networking, Security, Framework, Hub",,"0167-4048",,,"não descreve o ataque","43383,7980324074","43383,9067013889","luispuhl","luispuhl","Rejected","The effectiveness of EclipseIoT is further evaluated by simulating various attacks such as Address Resolution Protocol (ARP) spoofing, Media Access Control (MAC) address spoofing, Man-In-The-Middle (MITM), port scanning, capturing handshakes, sniffing, and Denial of Service (DoS). It is demonstrated that direct attacks upon EclipseIoT components are mitigated due to the security techniques being used."
"DAWOUD201882","Deep learning and software-defined networks: Towards secure IoT architecture","Ahmed Dawoud and Seyed Shahristani and Chun Raun","Internet of Things","2018","Science@Direct","82 - 89","3-4","Internet of Things (IoT) introduces new challenges to conventional communication model. IoT networks characteristics, such as objects heterogeneity and scalability, require revolutionary solutions. Currently, there is no universal architecture for IoT. However, several architectures were proposed based on Software Defined Networks (SDN). SDN introduces network programmability, and centralisation, these features facilitate network abstractions, simplifying network management and eases evolution. In this paper, we investigate SDN as a novel communication architecture for IoT networking to enhance the security and resilience of IoT. SDN enhances network resilience and scalability which are essential in large-scale IoT deployments, e.g., smart cities. However, security is a significant concern for IoT while SDN deepens these concerns. SDN itself presents new security threats; specifically, threats related to the controller.

We propose a secure, framework for IoT based on SDN. The framework is generalization for the integration of SDN and IoT. We focus on massive IoT deployment, for instance, smart cities applications, where, security is critical, and network traffic is enormous. The study investigates the SDN architecture from a security perspective. Improving SDN security will boost the deployment of SDN-based IoT architecture.

We deploy an Intrusion detection system based on Deep Learning (DL). The detection module uses Restricted Boltzmann Machines (RBM). The precision rate shows significant improvements over standard ML, e.g. SVM and PCA.","article","https://doi.org/10.1016/j.iot.2018.09.003","http://www.sciencedirect.com/science/article/pii/S2542660518300593",,,"Internet of Things, Software-defined networks, Anomalies detection, Deep learning, Restricted-Boltzmann machines",,"2542-6605",,,"descreve técnica de detecção genérica","43383,7980324074","43383,9145486111","luispuhl","luispuhl","Rejected",
"RATHORE201879","Semi-supervised learning based distributed attack detection framework for IoT","Shailendra Rathore and Jong Hyuk Park","Applied Soft Computing","2018","Science@Direct","79 - 89","72","None","article","https://doi.org/10.1016/j.asoc.2018.05.049","http://www.sciencedirect.com/science/article/pii/S1568494618303508",,,"Internet of Things, Fog computing, Machine learning, Cyber security, Security attack detection",,"1568-4946",,,"descreve técnica de detecção genérica","43383,7980324074","43383,9289699074","luispuhl","luispuhl","Rejected",
"20161","Biggest-ever DDoS attack takes down high-profile web services",,"Computer Fraud & Security","2016","Science@Direct","1 - 3","2016","A distributed denial of service attack that may have topped 1.2Tbps – the biggest ever seen – took out the anycast servers of DNS service provider Dyn, effectively knocking offline several major names such as Twitter, Spotify, Amazon and others. The attack exploited Internet of Things (IoT) devices, including CCTV cameras and digital video recorders, which had been infected with the Mirai malware.","article","https://doi.org/10.1016/S1361-3723(16)30085-9","http://www.sciencedirect.com/science/article/pii/S1361372316300859",,,,,"1361-3723",,,,"43383,7980324074","43383,9303819445","luispuhl","luispuhl","Rejected",
"HADDADPAJOUH201888","A deep Recurrent Neural Network based approach for Internet of Things malware threat hunting","Hamed HaddadPajouh and Ali Dehghantanha and Raouf Khayami and Kim-Kwang Raymond Choo","Future Generation Computer Systems","2018","Science@Direct","88 - 96","85","Internet of Things (IoT) devices are increasingly deployed in different industries and for different purposes (e.g. sensing/collecting of environmental data in both civilian and military settings). The increasing presence in a broad range of applications, and their increasing computing and processing capabilities make them a valuable attack target, such as malware designed to compromise specific IoT devices. In this paper, we explore the potential of using Recurrent Neural Network (RNN) deep learning in detecting IoT malware. Specifically, our approach uses RNN to analyze ARM-based IoT applications’ execution operation codes (OpCodes). To train our models, we use an IoT application dataset comprising 281 malware and 270 benign ware. Then, we evaluate the trained model using 100 new IoT malware samples (i.e. not previously exposed to the model) with three different Long Short Term Memory (LSTM) configurations. Findings of the 10-fold cross validation analysis show that the second configuration with 2-layer neurons has the highest accuracy (98.18%) in the detection of new malware samples. A comparative summary with other machine learning classifiers also demonstrate that the LSTM approach delivers the best possible outcome.","article","https://doi.org/10.1016/j.future.2018.03.007","http://www.sciencedirect.com/science/article/pii/S0167739X1732486X",,,"ARM-based IoT malware detection, IoT malware detection, Long short term memory, Machine learning, OpCodes analysis, Deep learning threat hunting",,"0167-739X",,,"descreve técnica de detecção genérica","43383,7980324074","43383,9425810185","luispuhl","luispuhl","Rejected",
"YAQOOB2017444","The rise of ransomware and emerging security challenges in the Internet of Things","Ibrar Yaqoob and Ejaz Ahmed and Muhammad Habib ur Rehman and Abdelmuttlib Ibrahim Abdalla Ahmed and Mohammed Ali Al-garadi and Muhammad Imran and Mohsen Guizani","Computer Networks","2017","Science@Direct","444 - 458","129","With the increasing miniaturization of smartphones, computers, and sensors in the Internet of Things (IoT) paradigm, strengthening the security and preventing ransomware attacks have become key concerns. Traditional security mechanisms are no longer applicable because of the involvement of resource-constrained devices, which require more computation power and resources.
This paper presents the ransomware attacks and security concerns in IoT.
We initially discuss the rise of ransomware attacks and outline the associated challenges.
Then, we investigate, report, and highlight the state-of-the-art research efforts directed at IoT from a security perspective.
A taxonomy is devised by classifying and categorizing the literature based on important parameters (e.g., threats, requirements, IEEE standards, deployment level, and technologies).
Furthermore, a few credible case studies are outlined to alert people regarding how seriously IoT devices are vulnerable to threats.
We enumerate the requirements that need to be met for securing IoT.
Several indispensable open research challenges (e.g., data integrity, lightweight security mechanisms, lack of security software’s upgradability and patchability features, physical protection of trillions of devices, privacy, and trust) are identified and discussed. Several prominent future research directions are provided.","article","https://doi.org/10.1016/j.comnet.2017.09.003","http://www.sciencedirect.com/science/article/pii/S1389128617303468",,,"Internet of Things, Security, Authentication, Ransomware, Trust",,"1389-1286",,"Special Issue on 5G Wireless Networks for IoT and Body Sensors","é survey","43383,7980324074","43384,0802893519","luispuhl","luispuhl","Accepted","É survey, mas tem exatamente o que eu procuro."
"KHAN2018395","IoT security: Review, blockchain solutions, and open challenges","Minhaj Ahmad Khan and Khaled Salah","Future Generation Computer Systems","2018","Science@Direct","395 - 411","82","With the advent of smart homes, smart cities, and smart everything, the Internet of Things (IoT) has emerged as an area of incredible impact, potential, and growth, with Cisco Inc. predicting to have 50 billion connected devices by 2020. However, most of these IoT devices are easy to hack and compromise. Typically, these IoT devices are limited in compute, storage, and network capacity, and therefore they are more vulnerable to attacks than other endpoint devices such as smartphones, tablets, or computers.

In this paper, we present and survey major security issues for IoT. We review and categorize popular security issues with regard to the IoT layered architecture, in addition to protocols used for networking, communication, and management. We outline security requirements for IoT along with the existing attacks, threats, and state-of-the-art solutions. Furthermore, we tabulate and map IoT security problems against existing solutions found in the literature. More importantly, we discuss, how blockchain, which is the underlying technology for bitcoin, can be a key enabler to solve many IoT security problems. The paper also identifies open research problems and challenges for IoT security.","article","https://doi.org/10.1016/j.future.2017.11.022","http://www.sciencedirect.com/science/article/pii/S0167739X17315765",,,"IoT security, Blockchain, IoT protocols, Network security, Data security",,"0167-739X",,,"é survey","43383,7980324074","43384,0802777778","luispuhl","luispuhl","Accepted","Highlights
• IoT is a promising disruptive technology with incredible growth, impact and potential.
• A review of emerging topics related to Internet of Things (IoT) security and Blockchain is presented.
• A mapping of the major security issues for IoT to possible solutions is tabulated.
• Blockchain technology and its robust solutions for challenging and critical IoT security problems are reviewed.
• A parametric analysis of the state-of-the-art IoT security issues and solutions is described."
"Lyu:2017:QRD:3098243.3098264","Quantifying the Reflective DDoS Attack Capability of Household IoT Devices","Lyu, Minzhao and Sherratt, Dainel and Sivanathan, Arunan and Gharakheili, Hassan Habibi and Radford, Adam and Sivaraman, Vijay",,"2017","ACM Digital Library","46--51",,"Distributed Denial-of-Service (DDoS) attacks are increasing in frequency and volume on the Internet, and there is evidence that cyber-criminals are turning to Internet-of-Things (IoT) devices such as cameras and vending machines as easy launchpads for large-scale attacks. 

This paper quantifies the capability of consumer IoT devices to participate in reflective DDoS attacks.

We first show that household devices can be exposed to Internet reflection even if they are secured behind home gateways.
We then evaluate eight household devices available on the market today, including lightbulbs, webcams, and printers, and experimentally profile their reflective capability, amplification factor, duration, and intensity rate for TCP, SNMP, and SSDP based attacks.

Lastly, we demonstrate reflection attacks in a real-world setting involving three IoT-equipped smart-homes, emphasising the imminent need to address this problem before it becomes widespread.","inproceedings","10.1145/3098243.3098264","http://doi.acm.org/10.1145/3098243.3098264",,,,"ACM",,,,,"43383,7940046296","43384,0786226852","luispuhl","luispuhl","Accepted",
"Acar:2018:WAD:3229565.3229568","Web-based Attacks to Discover and Control Local IoT Devices","Acar, Gunes and Huang, Danny Yuxing and Li, Frank and Narayanan, Arvind and Feamster, Nick",,"2018","ACM Digital Library","29--35",,"In this paper, we present two web-based attacks against local IoT devices that any malicious web page or third-party script can perform, even when the devices are behind NATs. In our attack scenario, a victim visits the attacker's website, which contains a malicious script that communicates with IoT devices on the local network that have open HTTP servers. We show how the malicious script can circumvent the same-origin policy by exploiting error messages on the HTML5 MediaError interface or by carrying out DNS rebinding attacks. We demonstrate that the attacker can gather sensitive information from the devices (e.g., unique device identifiers and precise geolocation), track and profile the owners to serve ads, or control the devices by playing arbitrary videos and rebooting. We propose potential countermeasures to our attacks that users, browsers, DNS providers, and IoT vendors can implement.","inproceedings","10.1145/3229565.3229568","http://doi.acm.org/10.1145/3229565.3229568",,,"DNS rebinding, Internet of Things, JavaScript, privacy","ACM",,,,,"43383,7940046296","43385,9046296296","luispuhl","luispuhl","Accepted",
"Nagara:2017:PDT:3139937.3139950","Portable DoS Test Tool for IoT Devices","Nagara, Keigo and Aoki, Katsunori and Matsubara, Yutaka and Takada, Hiroaki",,"2017","ACM Digital Library","57--58",,"In the recent years, internet-of-things (IoT) devices have attracted an increasing share of attention, and the vulnerability of IoT devices has been clarified. For example, the IoT malware {¥it Mirai} constructs a bot using the vulnerability of IoT equipment embedded with Linux and exploits it for distributed denial of service (DDoS) attacks. Meanwhile, as reported in papers, examples of denial of service (DoS) attacks targeting IoT/embedded devices have emerged. Therefore, the DoS test at the stage of product design and development stage is very important. We then created an open source software (OSS) based portable DoS test tool for IoT devices.","inproceedings","10.1145/3139937.3139950","http://doi.acm.org/10.1145/3139937.3139950",,,"dos attack, embedded system, iot, security, test tool","ACM",,,,,"43383,7940046296","43384,0802430556","luispuhl","luispuhl","Accepted",
"Agadakos:2017:JAG:3140241.3140252","Jumping the Air Gap: Modeling Cyber-Physical Attack Paths in the Internet-of-Things","Agadakos, Ioannis and Chen, Chien-Ying and Campanelli, Matteo and Anantharaman, Prashant and Hasan, Monowar and Copos, Bogdan and Lepoint, Tancrède and Locasto, Michael and Ciocarlie, Gabriela F. and Lindqvist, Ulf",,"2017","ACM Digital Library","37--48",,"The proliferation of Internet-of-Things (IoT) devices within homes raises many security and privacy concerns. Recent headlines highlight the lack of effective security mechanisms in IoT devices. Security threats in IoT arise not only from vulnerabilities in individual devices but also from the composition of devices in unanticipated ways and the ability of devices to interact through both cyber and physical channels. Existing approaches provide methods for monitoring cyber interactions between devices but fail to consider possible physical interactions. To overcome this challenge, it is essential that security assessments of IoT networks take a holistic view of the network and treat it as a ""system of systems"", in which security is defined, not solely by the individual systems, but also by the interactions and trust dependencies between systems.

In this paper, we propose a way of modeling cyber and physical interactions between IoT devices of a given network. By verifying the cyber and physical interactions against user-defined policies, our model can identify unexpected chains of events that may be harmful. It can also be applied to determine the impact of the addition (or removal) of a device into an existing network with respect to dangerous device interactions.

We demonstrate the viability of our approach by instantiating our model using Alloy, a language and tool for relational models. In our evaluation, we considered three realistic IoT use cases and demonstrate that our model is capable of identifying potentially dangerous device interactions. We also measure the performance of our approach with respect to the CPU runtime and memory consumption of the Alloy model finder, and show that it is acceptable for smart-home IoT networks.","inproceedings","10.1145/3140241.3140252","http://doi.acm.org/10.1145/3140241.3140252",,,"alloy, cyber physical systems, device interaction modeling, internet of things, security and privacy","ACM",,,,,"43383,7940046296","43384,0802546296","luispuhl","luispuhl","Accepted",
"JIA201878","An efficient provably-secure certificateless signature scheme for Internet-of-Things deployment","Xiaoying Jia and Debiao He and Qin Liu and Kim-Kwang Raymond Choo","Ad Hoc Networks","2018","Science@Direct","78 - 87","71","With the growing popularity of Internet of Things (IoT) in a wide range of applications, ensuring the communication security of IoT devices is important. Certificateless signature schemes are one of several viable approaches to providing data integrity and user identification security in resource-limited IoT devices. However, designing provably-secure and efficient certificateless signature schemes remains a challenging task. In this paper, we point out two shortcomings in Yeh et al.’s certificateless signature scheme, by explaining how an adversary can easily impersonate the key generation center to issue the partial private key for any user without being detected. Moreover, the scheme cannot resist public key replacement attacks. Then, we present an improved scheme and prove its unforgeability against super adversaries in the random oracle model. Furthermore, we demonstrate the efficiency of our scheme is comparable to that of Yeh’s scheme in terms of computational and communication costs.","article","https://doi.org/10.1016/j.adhoc.2018.01.001","http://www.sciencedirect.com/science/article/pii/S1570870518300015",,,"Internet-of-Things (IoT), Certificateless signature, Public key replacement attack",,"1570-8705",,,"ataque à rede IoT","43383,7980324074","43384,0803009259","luispuhl","luispuhl","Accepted","Não gostaria de aceitar, pois é um trabalho de criptografia porém minhas métricas levaram à aceitá-lo."
"AIREHROUR2018","SecTrust-RPL: A secure trust-aware RPL routing protocol for Internet of Things","David Airehrour and Jairo A. Gutierrez and Sayan Kumar Ray","Future Generation Computer Systems","2018","Science@Direct",,,"The Routing Protocol for Low-Power and Lossy Networks (RPL), the de facto routing protocol for Internet of Things (IoT) offers little protection against various forms of routing attacks. An attacker can exploit the routing system of RPL to launch destructive and devastating attacks against an IoT network. Popular among these IoT attacks are Rank and Sybil attacks. To secure IoT networks from routing attacks, a time-based trust-aware RPL routing protocol (SecTrust-RPL) is proposed and implemented. The Secure Trust (SecTrust) trust system is embedded into the RPL routing protocol to provide protection against Rank and Sybil attacks. SecTrust-RPL uses a trust-based mechanism to detect and isolate attacks while optimizing network performance. The performance of SecTrust-RPL is compared with the standard RPL protocol. SecTrust-RPL protocol demonstrates its superior performance over the standard RPL protocol in the detection and isolation of Rank and Sybil attacks. The effectiveness and resilience of SecTrust-RPL is demonstrated through extensive simulation studies and testbed experiments. Based on SecTrust-RPL, we show as a proof-of-concept the viability of using trust as an effective security system for mitigating attacks in IoT networks.","article","https://doi.org/10.1016/j.future.2018.03.021","http://www.sciencedirect.com/science/article/pii/S0167739X17306581",,,"RPL, , -RPL, Trust, Rank attacks, Sybil attacks",,"0167-739X",,,"ataque à rede IoT","43383,7980324074","43384,0803240741","luispuhl","luispuhl","Accepted","Highlights
• Trust-aware IoT RPL protocol for detection and isolation of Rank and Sybil attacks.
• The design of proposed secure trust system (SecTrust).
• Trust system embedded in RPL routing protocol (SecTrust-RPL).
• Simulation performance comparison between SecTrust-RPL and standard RPL protocol.
•Testbed experiments presented to validate simulation study."
